947420325;947420398
947409561;947409611;947405522;947405579
657876706;657879009
947418630;947418702
947410019;947410068;947405522;947405579
947419088;947419136
947406162;947406214;947405522;947405579
947386782;947386868
947418249;947418304
3448351787;3448351915;2947784365;2947784266;2947781281
947409659;947409870;947405522;947405579
2945060611;947405522;947405579;947405854;947406386
1370406865;3299089472
947406660;947406734
947393303;947393362
947420030;947420085
947405389;947405471
947418754;947418805
947406263;947406313;947405522;947405579
947398959;947399032
947409303;947409382
2759279429;2918031220
947418357;947418408
947419232;947419915
947386919;947393239
947420969;947421040
1323634416;879715557;879712758;879715611;879715355;879715671;879715493
206671209;4241178854;206675915;206676062
947418856;947418904
2947620902;2947781281;2947784365;2947784266
947408957;947409095
947405953;947406042
947405092;947405155
1186554065;110160406;110706631;110558752
947420613;947420685
2512770818;2794396345
947406844;947406896
947409434;947409510
947399107;947404901
947406437;947406484
947421094;947421147
947409919;947409972
947386653;947386727
947418120;947418186
947418985;947419037
947420736;947420818
